corr_b_beta,corr_b_share,corr_b_s,corr_b_behavior,auc,cliffs_delta,silhouette,variance_ratio,var_beta_star,extreme_isolated
0.822539625872156,0.8889251954456205,0.016268117469559955,0.6308758707113769,0.8450395083406497,0.5539872971065631,0.1283602843425906,0.4674323692926264,0.03376848479088411,True
0.780362526260963,0.8399641624630847,-0.03245521397151263,0.5761165344991583,0.7991659350307287,0.6189131968948482,0.1663939594546626,0.5158372877716719,0.04121165757544568,True
0.7796925769511337,0.8715281937778504,0.15347978534606047,0.661298675137206,0.7750219490781387,0.3168724279835391,0.12068104597207989,0.6101447679760386,0.040503130410995285,True
0.8231137245474999,0.8531612205567594,-0.10225940208560605,0.6351140406655374,0.8579894644424934,0.411522633744856,0.09807335443182023,0.45670393355351985,0.0400833567972302,True
0.8130523508221438,0.8304231101273413,0.1816677212875802,0.5813952523466547,0.861062335381914,0.4891391794046661,0.07098472001172242,0.42166024600862695,0.03913811930669848,True
0.7728208538844316,0.8783909579936725,0.016603740747116052,0.5722787058633612,0.8261633011413521,0.5436720142602496,0.10592648058670119,0.6904360939964073,0.0320621433633528,True
0.7999065265454274,0.833265616528682,0.09856610478017529,0.639460939271293,0.7846795434591747,0.47462277091906724,0.07498715830084916,0.4605881010184476,0.03493744586615212,True
0.8152764274711973,0.8744164878144957,-0.13957910572202653,0.6357614156011211,0.8059701492537313,0.24966622162883845,0.11005905388143461,0.372682277145358,0.03165122883546196,True
0.7967470258401351,0.8939429401738506,0.013464013057611588,0.6262447603428563,0.8107989464442494,0.44036697247706424,0.11132509675761947,0.5690664929931185,0.03558348072921306,True
0.8474069374282646,0.8852639328412502,-0.001497425426000051,0.6858042800961908,0.8450395083406497,0.4719626168224299,0.1107048871483624,0.4614630473239525,0.03888820357850661,True
0.840061090195465,0.8451232489285457,-0.06350152892106614,0.6792114211017893,0.8595258999122037,0.38294010889292196,0.14513365236580075,0.6888703484179887,0.046634732350682585,True
0.7953711789752403,0.8717063263926076,-0.0890505558407622,0.5765211569135047,0.8722563652326603,0.4444444444444444,0.17258010408901503,0.6264591995465133,0.045661551567702505,True
0.796208183314729,0.8296653828476904,-0.1783848675491147,0.7268497271427022,0.8446005267778753,0.45396825396825397,0.1362003646480936,0.5576885188070944,0.04050577668207411,True
0.8458093132763539,0.7969373109555395,-0.08732693147232247,0.711225085489987,0.8145302897278315,0.5157657657657657,0.13134592473839712,0.5593060096976376,0.045736408512170694,True
0.7866876888981382,0.8212059692589709,-0.02624556982890348,0.6338906516677927,0.8184811237928007,0.35253772290809327,0.13845496291336387,0.6295714895881914,0.04114881234963568,True
0.7558043400047387,0.8587537691460536,0.1216807094905648,0.6604333887391877,0.7394644424934153,0.2672672672672673,0.09970848014039915,0.4106115793565712,0.04190572271015869,True
0.8289094737541228,0.8799529091721575,0.016233330712021463,0.6381898859325207,0.8470149253731344,0.5156363636363637,0.14288665589286087,0.5823093140673575,0.04556620000075622,True
0.8200523873696204,0.8485724253531192,0.17856582182305686,0.6269385094418224,0.8259438103599649,0.4192546583850932,0.14423330553103678,0.5034889994503098,0.03747784968032026,True
0.7715057653947498,0.8409315141309227,0.1112724370482382,0.6343913742194516,0.7936786654960493,0.2011263073209976,0.07253022003345866,0.4340057792204281,0.033356493177867354,True
0.799693240706384,0.8533552776935046,-0.20920519944098806,0.6557086558102536,0.8364793678665496,0.44144144144144143,0.10732000518325129,0.6474538613345517,0.03510596726417281,True
0.7878801472600293,0.8156910724484546,-0.003366604076729575,0.6193755388771046,0.8500877963125548,0.5265454545454545,0.14210312747204656,0.6034466000183503,0.035652446256949404,True
0.7921288929542778,0.8285573215540549,0.10820878754911017,0.6301864511151399,0.7675592625109745,0.424,0.08665251836352271,0.3908310386420693,0.03447711466527464,True
