corr_b_beta,corr_b_share,corr_b_s,corr_b_behavior,auc,cliffs_delta,silhouette,variance_ratio,var_beta_star,extreme_isolated
0.8267054323163215,0.8402824934365243,0.10103458336623826,0.6498389936082493,0.8991964937910883,0.5515873015873016,0.08560437362734262,0.47320446748092077,0.03698790266650739,True
0.7902240974718492,0.7900810516910806,-0.17491456671919875,0.5558543776814907,0.7728268809349891,0.1693548387096774,0.09392251033840346,0.5513483135677968,0.04024336670377102,True
0.8428290419952948,0.8851867398496663,0.06411932249353486,0.6588241751478324,0.8276113951789628,0.4226190476190476,0.16489220835242321,0.6175952575689997,0.040749342058906214,True
0.7914102877179326,0.879615825684225,-0.06937817118504137,0.6254267773599003,0.8546384222059897,0.11186440677966102,0.15457330648997808,0.5118664476198856,0.034672411464980575,True
0.8474911222338959,0.8354920211947513,0.1175283565979518,0.7450305210545689,0.8641344046749454,0.5926724137931034,0.14507128229241573,0.7913207849662854,0.03711236546753809,True
0.835190705601153,0.8832470417199926,-0.01723857340644038,0.6857836142257338,0.8188458728999269,0.5273477812177503,0.1624923153836696,0.7525959323717406,0.044929189337825415,True
0.8182413670959794,0.8435028125573425,0.030053986024133176,0.586124237924176,0.8115412710007305,0.4300126103404792,0.18329704056778534,0.7495842539691692,0.044277655116833375,True
0.8233255859252114,0.9154728149766667,0.05148660815120253,0.6628593369471184,0.824689554419284,0.5053763440860215,0.1653026110703542,0.5958256370372457,0.05596034935174665,True
0.8385704622848376,0.8105458652016193,-0.017067335970454477,0.5544347195249699,0.8575602629656685,0.3669609079445145,0.15487941917002043,0.5887739640840698,0.03954265424671659,True
0.8408574593739222,0.8684065986442168,0.0852546442770074,0.6618540520905771,0.8721694667640614,0.5375,0.1341058082914154,0.3834787114145106,0.040991792935944384,True
0.8585009092887504,0.8463537973287684,-0.10981265510411424,0.6548364620973952,0.8319941563184806,0.5353535353535354,0.07399340324495743,0.5840201415483427,0.039385729130777834,True
